Sanskrit,Without Sandhi,Multipule Morphology,Morph in Context,Samaasa structural analysis,Samaasa vigraha,Kaaraka relation,Category,Hindi Meaning,English Meaning,Derivational Meaning,Sandhi rules,Meter: Guru-Laghu
सम्पश्यन्,सम्पश्यन्कर्तुमर्हसि,सम्पश्यन्,सम्_दृश्{कृत्_प्रत्ययः:शतृ;सम्_दृशिँर्;भ्वादिः;पुं}{1;एक},-,-,समानकालः 12,-,देखते_हुए,for_the_sake_of,5.9.K-,-,GLG
अपि,-,अपि{अव्य},अपि{अव्य},-,-,सम्बन्धः 8,-,कर्म_करने_को,you,-,-,5.10.MGLG
(त्वम्),-,(युष्मद्{1;एक}),(युष्मद्){1;एक},-,-,कर्ता 12,-,(तू),also,-,5.10.L-,GLGGLGLL
एव,-,एव{अव्य},एव{अव्य},-,-,सम्बन्धः 10,-,ही,deserve_to_act,-,रेफ-सन्धिः (ससजुषो रुः (8।2।66)) / रेफ-सन्धिः (ससजुषो रुः (8।2।66)),LLG
कर्तुम्_अर्हसि,-,अर्ह्1{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;भ्वादिः}/अर्ह्2{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;चुरादिः},कृ{कृत्_प्रत्ययः:तुमुन्;डुकृञ्;तनादिः}_अर्ह्1{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;भ्वादिः},-,-,-,-,योग्य_है,3.20.Ja_respectable_leader,-,-,GG
3.20.Aश्रेष्ठः,3.20.Bश्रेष्ठस्तत्तदेवेतरो,3.20.Cश्रेष्ठ{पुं}{1;एक},3.20.Dश्रेष्ठ{पुं}{1;एक},3.20.E-,3.20.F-,3.20.Gकर्ता 4,3.20.H-,3.20.Iश्रेष्ठ_पुरुष,whatever,-,-,GGL
यत्,यद्यदाचरति,यत्{अव्य}/यद्{नपुं}{1;एक}/यद्{नपुं}{2;एक}/यत्{अव्य},यद्{नपुं}{2;एक},-,-,वीप्सा 3,-,जो,and_whichever,-,-,GG
यत्,-,यत्{अव्य}/यद्{नपुं}{1;एक}/यद्{नपुं}{2;एक}/यत्{अव्य},यद्{नपुं}{2;एक},-,-,सम्बन्धः 8,-,जो,does_he_act,-,-,GGLGLG
आचरति,-,आङ्_चर्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;चरँ;भ्वादिः},आङ्_चर्{कर्तरि;लट्;प्र;एक;परस्मैपदी;आङ्_चरँ;भ्वादिः},-,-,प्रतियोगी 3,-,आचरण_करता_है,common,-,सवर्णदीर्घ-सन्धिः (अकः सवर्णे दीर्घः (6।1।101)),GL
इतरः,-,इतर{पुं}{1;एक}/इतर{पुं}{1;एक},इतर{पुं}{1;एक},-,-,विशेषणम् 6,-,अन्य,person,-,-,GGL
जनः,जनः,जन{पुं}{1;एक},जन{पुं}{1;एक},-,-,कर्ता 10,-,पुरुष,that,-,-,5.11.MGG
तत्,-,तद्{नपुं}{1;एक}/तद्{नपुं}{2;एक},तद्{नपुं}{2;एक},-,-,वीप्सा 8,-,वैसा,and_that_alone,5.10.Kयोगः एषां अस्तीति,5.11.L-,GLLG
तत्,-,तद्{नपुं}{1;एक}/तद्{नपुं}{2;एक},तद्{नपुं}{2;एक},-,-,अनुयोगी 10,-,वैसा,certainly,-,-,GG
एव,-,एव{अव्य},एव{अव्य},-,-,सम्बन्धः 8,-,ही,does_he_act,-,-,GLG
(आचरति),-,(आङ्_चर्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;चरँ;भ्वादिः}),(आङ्_चर्){कर्तरि;लट्;प्र;एक;परस्मैपदी;आङ्_चरँ;भ्वादिः},-,-,-,-,(आचरण_करते_हैं),he,-,-,GGGGL
सः,स,तद्{पुं}{1;एक},तद्{पुं}{1;एक},-,-,कर्ता 14,-,वह,whichever,-,-,LGG
यत्,यत्प्रमाणं,यत्{अव्य}/यद्{नपुं}{1;एक}/यद्{नपुं}{2;एक}/यत्{अव्य},यद्{नपुं}{2;एक},-,-,सम्बन्धः 16,-,जो,evidence,-,-,GLGGL
प्रमाणम्,-,प्रमाण{पुं}{2;एक}/प्रमाण{नपुं}{1;एक}/प्रमाण{नपुं}{2;एक},प्रमाण{नपुं}{2;एक},-,-,कर्म 14,-,प्रमाण,does_perform,-,-,LG
कुरुते,कुरुते,कुरुता{स्त्री}{1;द्वि}/कुरुता{स्त्री}{2;द्वि}/कुरुता{स्त्री}{8;एक}/कुरुता{स्त्री}{8;द्वि}/कृ3{कर्तरि;लट्;प्र;एक;आत्मनेपदी;डुकृञ्;तनादिः},कृ{कर्तरि;लट्;प्र;एक;आत्मनेपदी;डुकृञ्;तनादिः},-,-,प्रतियोगी 12,-,कर_देता_है,all_the_world,-,-,GG
लोकः,लोकस्तदनुवर्तते,लोक{पुं}{1;एक},लोक{पुं}{1;एक},-,-,कर्ता 17,-,समस्त_मनुष्य_समुदाय,that,-,रुत्व-उत्व-गुण-सन्धिः (ससजुषो रुः (8।2।66)-हशि च (6।1।114)-आद्गुणः (6।1।87)),LGLG
तत्,-,तद्{नपुं}{1;एक}/तद्{नपुं}{2;एक},तद्{नपुं}{2;एक},-,-,अनुयोगी 17,-,उसीके,follow_in_the_footsteps,5.11.K-,-,5.12.MLG
अनुवर्तते,-,अनु_वृत्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;वृतुँ;भ्वादिः},अनु_वृत्{कर्तरि;लट्;प्र;एक;आत्मनेपदी;अनु_वृतुँ;भ्वादिः},-,-,-,-,अनुसार_बरतने_लग_जाता_है,3.21.JO_son_of_Prtha,-,5.12.L-,GG
3.21.Aपार्थ,3.21.Bपार्थास्ति,3.21.Cपार्थ{पुं}{8;एक},3.21.Dपार्थ{पुं}{8;एक},3.21.E-,3.21.F-,3.21.Gसम्बोध्यः 8,3.21.H-,3.21.Iहे_अर्जुन,mine,-,-,GL
मे,मे,अस्मद्{6;एक},अस्मद्{6;एक},-,-,षष्ठीसम्बन्धः 7,-,मुझे,in_the_three,-,वृद्धि-सन्धिः (वृद्धिरेचि (6।1।88)),GGL
त्रिषु,त्रिषु,त्रि{पुं}{7;बहु}/त्रि{पुं}{7;बहु}/त्रि{नपुं}{7;बहु},त्रि{पुं}{7;बहु},-,-,विशेषणम् 4,-,तीनों,planetary_systems,-,-,GLL
लोकेषु,लोकेषु,लोक{पुं}{7;बहु},लोक{पुं}{7;बहु},-,-,अधिकरणम् 8,-,लोकों_में,not,-,-,LGGG
न,न,न{अव्य},न{अव्य},-,-,सम्बन्धः 8,-,न,anything,-,-,LG
किञ्चन,किञ्चन,किञ्चन{नपुं}{1;एक}/किञ्चन{नपुं}{2;एक},किञ्चन{नपुं}{1;एक},-,-,विशेषणम् 7,-,कुछ,any_prescribed_duty,-,-,GLGGL
कर्तव्यम्,कर्तव्यं,कर्तव्य{पुं}{2;एक}/कर्तव्य{नपुं}{1;एक}/कर्तव्य{नपुं}{2;एक},कृ{कृत्_प्रत्ययः:तव्यत्;डुकृञ्;तनादिः;नपुं}{1;एक},-,-,कर्ता 8,-,कर्तव्य,there_is,-,-,LLG
अस्ति,-,अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः},अस्{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः},-,-,-,-,है,also,-,-,GGGG
च,च,च{अव्य},च{अव्य},-,-,-,-,और,to_be_gained,5.12.Kवशानि स्वाधीनानि देहेंन्द्रियादीनि अस्य सन्तीति वशी,सवर्णदीर्घ-सन्धिः (अकः सवर्णे दीर्घः (6।1।101)),LG
अवाप्तव्यम्,-,अवाप्तव्य{पुं}{2;एक}/अवाप्तव्य{नपुं}{1;एक}/अवाप्तव्य{नपुं}{2;एक},अव_आप्{कृत्_प्रत्ययः:तव्यत्;अव_आपॢँ;स्वादिः;नपुं}{1;एक},-,-,कर्ता 13,-,न,in_want,देहः अस्यास्तीति देही,-,5.13.MLG
अन्-अवाप्तम्,-,अन्-{अव्य}-अवाप्तम्,न-अव_आप्{कृत्_प्रत्ययः:तव्यत्;अव_आपॢँ;स्वादिः;नपुं}{1;एक},<न-अवाप्तव्यं>Tn,न अवाप्तव्यं = अनवाप्तव्यं,कर्तृसमानाधिकरणम् 13,-,प्राप्त_करनेयोग्य,no,-,5.13.L-,GGL
न,नानवाप्तमवाप्तव्यं,न{अव्य},न{अव्य},-,-,सम्बन्धः 13,-,अप्राप्त,is,-,-,L
(अस्ति),-,(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}),(अस्){कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः},-,-,-,-,(है),I,-,-,GGG
(अहम्),-,(अस्मद्{1;एक}),(अस्मद्){1;एक},-,-,कर्ता 17,-,(मैं),in_one's_prescribed_duty,-,-,L
कर्मणि,कर्मणि,कर्मन्{नपुं}{7;एक},कर्मन्{नपुं}{7;एक},-,-,अधिकरणम् 17,-,कर्म_में,certainly,-,-,GGL
एव,एव,एव{अव्य},एव{अव्य},-,-,सम्बन्धः 15,-,ही,engaged,-,-,L
वर्ते,वर्त,वर्त{पुं}{7;एक}/वृत्1{कर्तरि;लट्;उ;एक;आत्मनेपदी;वृतुँ;भ्वादिः},वृत्{कर्तरि;लट्;उ;एक;आत्मनेपदी;वृतुँ;भ्वादिः},-,-,-,-,बरतता_हूँ,3.22.Jcertainly,-,-,GLLLGGG
3.22.Aहि,3.22.Bह्यहं,3.22.Cहि{अव्य},3.22.Dहि{अव्य},3.22.E-,3.22.F-,3.22.G-,3.22.H-,3.22.Iक्योंकि,O_son_of_Prtha,-,-,LLL
पार्थ,पार्थ,पार्थ{पुं}{8;एक},पार्थ{पुं}{8;एक},-,-,सम्बोध्यः 9,-,हे_पार्थ,if,-,-,LGGL
यदि,यदि,यदि{अव्य},यदि{अव्य},-,-,सम्बन्धः 10,-,यदि,I,5.13.K-,सत्व-सन्धिः (विसर्जनीयस्य सः (8।3।34)),LGLG
अहम्,-,अस्मद्{1;एक},अस्मद्{1;एक},-,-,कर्ता 9,-,मैं,ever,-,-,5.14.MLG
जातु,जातु,जातु{अव्य},जातु{अव्य},-,-,क्रियाविशेषणम् 9,-,कदाचित्,with_great_care,-,5.14.L-,GGG
अ-तन्द्रितः,-,अ-तन्द्रित{पुं}{1;एक},अतन्द्रित{पुं}{1;एक},<न-तन्द्रितः>Tn,"तन्द्रा सा सञ्जाता अस्य = तन्द्रितः, न तन्द्रितः = अतन्द्रितः",कर्तृसमानाधिकरणम् 9,-,सावधान_होकर,in_the_performance_of_prescribed_duties,-,सवर्णदीर्घ-सन्धिः (अकः सवर्णे दीर्घः (6।1।101)),GLGGG
कर्मणि,कर्मण्यतन्द्रितः,कर्मन्{नपुं}{7;एक},कर्मन्{नपुं}{7;एक},-,-,अधिकरणम् 9,-,कर्मों_में,do_not,-,जश्त्व-चर्त्व-सन्धिः (झलां जशोऽन्ते (8।2।39)-खरि च (8।4।55)),GL
