Index,संस्कृतम्,Morphological Analysis,शब्दविश्लेषणम्,हिन्दी-विभक्ति:,हिन्दी अर्ध,English Meaning
2.1.Ғ,7.1.Aराज-वंशान्,7.1.C-,7.1.Dराज-वंश{2}{पुं-ब.},7.1.Eराज-वंश+{को2},7.1.Fराजवंशों~को,7.1.Gto_royal_dynasties
2.1.ғ,शत-गुणान्,-,शत-गुण{2}{पुं-ब.},शत-गुण+{को2},सौ~गुने,a_hundred_times
2.1.Ҕ,स्थापयिष्यति,B-v,स्था_णिच्{कर्तरि_लृट्_प्रपु_एक},स्था_णिच्{कर्तरि_लृट्_प्रपु_एक},स्थापित~करेगा,will_establish
2.1.ҕ,राघवः,-,राघव{1}{पुं-ए.},राघव+{0/ने},राम,Sri_Rama
2.1.Җ,चातुर्वण्यं,B-B,चातुर्वण्य{2}{नपुं-ए.},चातुर्वण्य+{को2},चारो~वर्णों~को,four_grades_of_society
2.1.җ,च,-,च,च,और,and
2.1.Ҙ,लोके,B-G,लोक{7}{पुं-ए.},लोक+{में/पर},लोक~में,society
2.1.ҙ,अस्मिन्,B-G,इदम्{7}{पुं-ए.},इदम्+{में/पर},इस,in_this
2.1.Қ,स्वे-स्वे,B-7B-G,स्व{7}{पुं./नपुं-ए.}-स्व{7}{पुं./नपुं-ए.},स्व+{में/पर},अपने~अपने,their_own
2.1.қ,धर्मे,B-G,धर्म{7}{नपु-ए.},धर्म+{में/पर},धर्म~में,duties
2.1.Ҝ,नि-योक्ष्यति,-,नि-योक्ष्यति,नि-योक्ष्यति,लगाएगा,will_direct
2.1.ҝ,96,-,96,96,96,96
2.1.Ҟ,8.1.Aदश-वर्ष-सहस्राणि,8.1.CB-A,8.1.Dदश-वर्ष-सहस्र{1}{नपुं-ब.},8.1.Eदश-वर्ष-सहस्र+{0/ने},8.1.Fदश~हजार~वर्ष,8.1.Gten_thousand_years
2.1.ҟ,दश-वर्ष-शतानि,-,दश-वर्ष-शत{1}{नपुं-ब.},दश-वर्ष-शत+{0/ने},एक~हजार~वर्ष,one_thousand_years
2.1.Ҡ,च,-,च,च,और,and
2.1.ҡ,रामः,B-A,राम{1}{पुं-ए.},राम+{0/ने},राम,shri_Rama
2.1.Ң,राज्यम्,B-B,राज्य{2}{नपुं-ए.},राज्य+{को2},राज्य~(की),(his)_kingdom
2.1.ң,उपासित्वा,-,उपासित्वा,उपासित्वा,सेवा~करके,having_served
2.1.Ҥ,ब्रह्मलोकं,B-B,ब्रह्मलोक{2}{पुं-ए.},ब्रह्मलोक+{को2},ब्रह्मलोक~को,to_Brahmaloka
2.1.ҥ,प्र-यास्यति,-,प्र-यास्यति,प्र-यास्यति,जाएगा,will_ascend
2.1.Ҧ,9.1.Aइदम्,9.1.CB-B,9.1.Dइदम्{2}{नपुं-ए.},9.1.Eइदम्+{को2},9.1.Fयह~राम~का~चरित,9.1.Gthis(narrative_story_of_Rama)
2.1.ҧ,पवित्रम्,B-B,पवित्र{2}{नपुं-ए.},पवित्र+{को2},पवित्र,capable_of_purifying
2.1.Ҩ,पापघ्नम्,B-B,पापघ्न{2}{नपुं-ए.},पापघ्न+{को2},पापनाशक,capable_of_wiping_out_sins
2.1.ҩ,पुण्यम्,B-B,पुण्य{2}{नपुं-ए.},पुण्य+{को2},पुण्य,sacred
2.1.Ҫ,वैदैः,-,वैद{3}{पुं-ब.},वैद+{से3},वेदों~से,as_par_with_the_Vedas
2.1.ҫ,च,-,च,च,और,and
2.1.Ҭ,सम्मितम्,-,सम्मित{2}{नपुं-ए.},सम्मित+{को2},सम्मत,treated
2.1.ҭ,यः,B-A,यत्{1}{पुं-ए.},यत्+{0/ने},जो~(व्यक्ति),(he)_who
2.1.Ү,पठेत्,B-v,पठ्{कर्तरि_लिङ्_प्रपु_एक},पठ्{कर्तरि_लिङ्_प्रपु_एक},पढे,reads
2.1.ү,राम-चरितम्,-,राम-चरित{2}{नपुं-ए.},राम-चरित+{को2},राम~की~कथा,narrative_of_Sri_Rama
2.1.Ұ,सर्व-पापैः,-,सर्व-पाप{3}{पुं-ब.},सर्व-पाप+{से3},सभी~पापों~से,from_all_sins
2.1.ұ,प्र-मुच्यते,-,प्र-मुच्यते,प्र-मुच्यते,मुक्त~हो~जाता~है,will_be_completely_absolved
2.1.Ҳ,10.1.Aएतत्,10.1.CB-B,10.1.Dएतद्{2}{नपुं-ए.},10.1.Eएतद्+{को2},10.1.Fयह,10.1.Gthis
2.1.ҳ,आख्यानम्,-,आख्यान{2}{नपुं-ए.},आख्यान+{को2},कथा~को,narrative
2.1.Ҵ,आयुष्यं,B-B,आयुष्य{2}{नपुं-ए.},आयुष्य+{को2},दीर्घायुष्य~कारक,conducive_to_longevity
2.1.ҵ,पठन्,B-A,पठत्{1}{पुं-ए.},पठत्+{0/ने},पढता~हुआ,by_reading_(it)
2.1.Ҷ,रामायणं,B-A,रामायण{1}{नपुं-ए.},रामायण+{0/ने},रामायण~को,related_to_Rama
2.1.ҷ,नरः,-,नर{1}{पुं-ए.},नर+{0/ने},मनुष्य,a_man
2.1.Ҹ,स-पुत्र-पौत्रः,-,स-पुत्र-पौत्र{1}{पुं-ए.},स-पुत्र-पौत्र+{0/ने},पुत्र~पौत्र~के~साथ,along_with_his_sons_and_grand-sons
2.1.ҹ,स-गणः,-,स-गण{1}{पुं-ए.},स-गण+{0/ने},अनुयायियों~के~साथ,along_with_his_followers_and_attendants
2.1.Һ,प्रेत्य,-,प्रेत्य,प्रेत्य,शरीर~त्याग~कर,having_departed_from_this_world
2.1.һ,स्वर्गे,B-G,स्वर्ग{7}{पुं-ए.},स्वर्ग+{में/पर},स्वर्ग~लोक~में,in_heaven
2.1.Ҽ,महीयते,B-v,मही{कर्मणि_लट्_प्रपु_एक},मही{कर्मणि_लट्_प्रपु_एक},पूजा~जाता~है,be_honoured
2.1.ҽ,99,-,99,99,99,99
2.1.Ҿ,11.1.Aपठन्,11.1.CB-A,11.1.Dपठत्{1}{पुं-ए.},11.1.Eपठत्+{0/ने},11.1.Fपढता~हुआ,11.1.Gby_reading_(it)
2.1.ҿ,द्विजः,B-A,द्विज{1}{पुं-ए.},द्विज+{0/ने},ब्राह्मण,a_brahmin
2.1.Ӏ,वाक्,-,वाक्{2}{नपुं-ए.},वाक्+{को2},वाक्,in eloquence
2.1.Ӂ,ऋषभत्वम्,-,ऋषभत्व{2}{नपुं-ए.},ऋषभत्व+{को2},चातुर्य,fair to attain eminence
2.1.ӂ,ईयात्,-,इण्{कर्तरि_आशीर्लिङ्_प्रपु_एक},इण्{कर्तरि_आशीर्लिङ्_प्रपु_एक},प्राप्त~करे,may_attain
2.1.Ӄ,स्यात्,-,अस्{कर्तरि_आशीर्लिङ्_प्रपु_एक},अस्{कर्तरि_आशीर्लिङ्_प्रपु_एक},यदि,if
2.1.ӄ,क्षत्रियः,-,क्षत्रिय{1}{पुं-ए.},क्षत्रिय+{0/ने},क्षत्रिय,a_kshatriya
2.1.Ӆ,भूमि-पतित्वम्,-,भूमि-पतित्व{2}{नपुं-ए.},भूमि-पतित्व+{को2},भूमि~के~स्वामित्व~को,lordship_over_the_earth
2.1.ӆ,ईयात्,-,ईयात्,ईयात्,प्राप्त~करे,may_attain
2.1.Ӈ,वणिक्,-,वणिक्{1}{पुं-ए.},वणिक्+{0/ने},वैश्य,a_merchant
2.1.ӈ,जनः,B-A,जन{1}{पुं-ए.},जन+{0/ने},--,person
2.1.Ӊ,पण्य-फलत्वम्,-,पण्य-फलत्व{2}{नपुं-ए.},पण्य-फलत्व+{को2},व्यापारलाभ,profit_in_trade
2.1.ӊ,ईयात्,-,इण्{कर्तरि_आशीर्लिङ्_प्रपु_एक},इण्{कर्तरि_आशीर्लिङ्_प्रपु_एक},प्राप्त~करे,may_attain
2.1.Ӌ,जनः,B-A,जन{1}{पुं-ए.},जन+{0/ने},व्यक्ति,person
2.1.ӌ,च,-,च,च,और,and
2.1.Ӎ,शूद्रः,B-A,शूद्र{1}{पुं-ए.},शूद्र+{0/ने},शूद्र~वर्ग~का~व्यक्ति,man_belonging_to_Sudra_class
2.1.ӎ,अपि,-,अपि,अपि,भी,also
2.1.ӏ,महत्त्वम्,B-B,महत्त्व{2}{नपुं-ए.},महत्त्व+{को2},महत्त्वम्,to_superiority
2.1.Ӑ,ईयात्,-,इण्{कर्तरि_आशीर्लिङ्_प्रपु_एक},इण्{कर्तरि_आशीर्लिङ्_प्रपु_एक},प्राप्त~करे,may_attain
