Sanskrit,Without Sandhi,Multipule Morphology,Morph in Context,Samaasa structural analysis,Samaasa vigraha,Kaaraka relation,Category,Hindi Meaning,English Meaning,Derivational Meaning,Sandhi rules,Meter: Guru-Laghu
5.8.Aतत्त्व-वित्,5.8.Bतत्त्ववित्,5.8.Cतत्त्वविद्{नपुं}{1;एक},5.8.Dतत्त्वविद्{पुं}{1;एक},5.8.E<तत्त्व-वित्>U,5.8.Fतत्वं वेत्तीति = तत्त्ववित्,5.8.Gविशेषणम् 3,5.8.H-,5.8.Iतत्त्व को जाननेवाला,going,-,-,LGGG
युक्तः,युक्तो,युक्त{पुं}{1;एक},युक्त{पुं}{1;एक},-,-,विशेषणम् 3,-,युक्त,dreaming,-,-,LGL
(योगी),-,(योगिन्{पुं}{1;एक}),(योगिन्){पुं}{1;एक},-,-,कर्ता 26,-,(योगी),breathing,8.11.K-,-,L
पश्यन्,पश्यञ्शृण्वन्स्पृशञ्जिघ्रन्नश्नन्गच्छन्स्वपञ्श्वसन्,पश्यत्{पुं}{1;एक},दृश्{कृत् प्रत्ययः:शतृ;दृशिँर्;भ्वादिः;पुं}{1;एक},-,-,समुच्चितम् 16,-,देखता हुआ,talking,-,विसर्गलोप-सन्धिः (एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6।1।132)),LGG
शृण्वन्,-,शृण्वत्{पुं}{1;एक},श्रु{कृत् प्रत्ययः:शतृ;श्रु;भ्वादिः;पुं}{1;एक},-,-,समुच्चितम् 16,-,सुनता हुआ,giving up,-,-,LL
*स्पृशन्,-,स्पृशत्{पुं}{1;एक},स्पृश्{कृत् प्रत्ययः:शतृ;स्पृशँ;तुदादिः;पुं}{1;एक},-,-,समुच्चितम् 16,-,स्पर्श करता हुआ,accepting,-,-,GL
जिघ्रन्,-,जिघ्रत्{पुं}{1;एक},घ्रा{कृत् प्रत्ययः:शतृ;घ्रा;भ्वादिः;पुं}{1;एक},-,-,समुच्चितम् 16,-,सूँघता हुआ,opening,-,-,8.12.MGL
अश्नन्,-,अश्नत्{पुं}{1;एक},अश्{कृत् प्रत्ययः:शतृ;अशँ;क्र्यादिः;पुं}{1;एक},-,-,समुच्चितम् 16,-,भोजन करता हुआ,and,-,8.12.L-,G
गच्छन्,-,गच्छत्{पुं}{1;एक},गम्{कृत् प्रत्ययः:शतृ;गमॢँ;भ्वादिः;पुं}{1;एक},-,-,समुच्चितम् 16,-,गमन करता हुआ,closing,-,रुत्व-उत्व-गुण-सन्धिः (ससजुषो रुः (8।2।66)-हशि च (6।1।114)-आद्गुणः (6।1।87)),LGLGG
स्वपन्,-,स्वपत्{पुं}{1;एक},स्वप्{कृत् प्रत्ययः:शतृ;ञिष्वपँ;अदादिः;पुं}{1;एक},-,-,समुच्चितम् 16,-,सोता हुआ,in spite of,-,-,GLG
श्वसन्,-,श्वसत्{पुं}{1;एक},श्वस्{कृत् प्रत्ययः:शतृ;श्वसँ;अदादिः;पुं}{1;एक},-,-,समुच्चितम् 16,-,श्वास लेता हुआ,the senses,-,-,LLG
प्रलपन्,प्रलपन्विसृजन्गृह्णन्नुन्मिषन्निमिषन्नपि,प्रलपन्,प्र लप्{कृत् प्रत्ययः:शतृ;प्र लपँ;भ्वादिः;पुं}{1;एक},-,-,समुच्चितम् 16,-,बोलता हुआ,in sense gratification,-,-,G
विसृजन्,-,विसृजन्,वि सृज्{कृत् प्रत्ययः:शतृ;वि सृजँ;तुदादिः;पुं}{1;एक},-,-,समुच्चितम् 16,-,त्याग करता हुआ,let them be so engaged,-,-,LLL
*गृह्णन्,-,गृह्णन्,ग्रह्{कृत् प्रत्ययः:शतृ;ग्रहँ;क्र्यादिः;पुं}{1;एक},-,-,समुच्चितम् 16,-,ग्रहण करता हुआ,thus,-,-,GGG
उन्मिषन्,-,उन्मिषन्,उत् मिष्{कृत् प्रत्ययः:शतृ;उत् मिषुँ;भ्वादिः;पुं}{1;एक},-,-,समुच्चितम् 16,-,आँखों को खोलता,considering,-,सवर्णदीर्घ-सन्धिः (अकः सवर्णे दीर्घः (6।1।101)),GLGGL
(च),-,(च{अव्य}),(च){अव्य},-,-,समानकालः 26,-,(और),certainly,-,-,GLG
निमिषन्,-,निमिषन्,नि मिष्{कृत् प्रत्ययः:शतृ;नि मिषुँ;भ्वादिः;पुं}{1;एक},-,-,समुच्चितम् 16,-,मूँदता हुआ,thus,-,-,LLG
अपि,-,अपि{अव्य},अपि{अव्य},-,-,सम्बन्धः 17,-,भी,thinks,-,-,8.13.MLGG
इन्द्रियाणि,इन्द्रियाणीन्द्रियस्यार्थेषु,इन्द्रिय{नपुं}{1;बहु}/इन्द्रिय{नपुं}{2;बहु},इन्द्रिय{नपुं}{1;बहु},-,-,कर्म 21,-,सब इन्द्रियाँ,I,-,8.13.L-,GGG
इन्द्रिय-अर्थेषु,-,इन्द्रियार्थ{पुं}{7;बहु},इन्द्रियार्थ{पुं}{7;बहु},<इन्द्रिय-अर्थेषु>T6,इन्द्रियाणां अर्थाः = इन्द्रियार्थाः तेषु इन्द्रियार्थेषु,अधिकरणम् 21,-,इन्द्रिय के अर्थों में,anything,-,-,LG
वर्तन्ते,वर्तन्त,वृत्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;वृतुँ;भ्वादिः},वृत्{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;वृतुँ;भ्वादिः},-,-,प्रतियोगी 22,-,बरत रही हैं,never,-,-,LGGG
इति,इति,इति{अव्य},इति{अव्य},-,-,अनुयोगी 23,-,इस प्रकार,do,8.12.K-,-,GLGL
धारयन्,धारयन्,धारयन्,धृ णिच्{कृत् प्रत्ययः:शतृ;धृञ् णिच्;भ्वादिः;पुं}{1;एक},-,-,समानकालः 26,-,समझकर,5.9.Jwho,-,-,GGLGLGLL
एव,-,एव{अव्य},एव{अव्य},-,-,सम्बन्धः 23,-,निःसन्देह,all works,-,-,LGGL
इति,-,इति{अव्य},इति{अव्य},-,-,सम्बन्धः 26,-,ऐसा,the Supreme Personality of Godhead,-,-,GLGL
मन्येत,मन्येत,मन्1{कर्मणि;विधिलिङ्;प्र;एक;आत्मनेपदी;मनँ;दिवादिः}/मन्2{कर्मणि;विधिलिङ्;प्र;एक;आत्मनेपदी;मनुँ;तनादिः},मन्{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;मनँ;दिवादिः},-,-,-,-,माने,resigning unto,-,सवर्णदीर्घ-सन्धिः (अकः सवर्णे दीर्घः (6।1।101)),GGLLLGGG
(अहम्),-,(अस्मद्{1;एक}),(अस्मद्){1;एक},-,-,कर्ता 30,-,(मैं),attachment,-,जश्त्व-परसवर्ण-सन्धिः (झलां जशोऽन्ते (8।2।39)-तोर्लि (8।4।60)),LLGGLGLL
किञ्चित्,किञ्चित्करोमीति,किञ्चित्{अव्य}/किञ्चित्{नपुं}{1;एक}/किञ्चित्{नपुं}{2;एक},किञ्चित्{नपुं}{2;एक},-,-,कर्म 30,-,कुछ भी,giving up,-,रुत्व-उत्व-गुण-पूर्वरुप-सन्धिः (ससजुषो रुः (8।2।66)-अतो रोरप्लुतादप्लुते (6।1।113)-आद्गुणः (6।1।87)-एङः पदान्तादति (6।1।109)),L
न,नैव,न{अव्य},न{अव्य},-,-,सम्बन्धः 30,-,नहीं,performs,-,-,GGL
करोमि,-,कृ3{कर्तरि;लट्;उ;एक;परस्मैपदी;डुकृञ्;तनादिः},कृ{कर्तरि;लट्;उ;एक;परस्मैपदी;डुकृञ्;तनादिः},-,-,-,-,करता हूँ,he,-,-,GLGL
5.9.Aयः,5.9.Bयः,5.9.Cयद्{पुं}{1;एक},5.9.Dयद्{पुं}{1;एक},5.9.E-,5.9.F-,5.9.Gसम्बन्धः 8,5.9.H-,5.9.Iजो (पुरुष),in the water,योगः अस्यास्तीति योगी तस्य,-,LGGL
कर्माणि,कर्माणि,कर्मन्{नपुं}{1;बहु}/कर्मन्{नपुं}{2;बहु},कर्मन्{नपुं}{2;बहु},-,-,कर्म 4,-,सब कर्मों को,lotus leaf,-,-,L
ब्रह्मणि,ब्रह्मण्याधाय,ब्रह्मन्{पुं}{7;एक}/ब्रह्मन्{नपुं}{7;एक},ब्रह्मन्{नपुं}{7;एक},-,-,अधिकरणम् 4,-,परमात्मा में,like,8.13.K-,-,GLG
आधाय,-,आधाय,आङ् धा{कृत् प्रत्ययः:ल्यप्;आङ् डुधाञ्;जुहोत्यादिः},-,-,पूर्वकालः 7,-,अर्पण करके,by sin,-,-,LGLLLGGGLGGGLG
सङ्गम्,सङ्गं,सङ्ग{पुं}{2;एक},सङ्ग{पुं}{2;एक},-,-,कर्म 6,-,आसक्ति को,never,-,रेफ-सन्धिः (रोऽसुपि (8।2।69)) / जश्त्व-सन्धिः (झलां जश् झशि (8।4।53)) / रुत्व-उत्व-गुण-सन्धिः (ससजुषो रुः (8।2।66)-हशि च (6।1।114)-आद्गुणः (6।1।87)),LLLGGG
त्यक्त्वा,त्यक्त्वा,त्यज्1{कृत् प्रत्ययः:क्त्वा;त्यजँ;भ्वादिः},त्यज्{कृत् प्रत्ययः:क्त्वा;त्यजँ;भ्वादिः},-,-,पूर्वकालः 7,-,त्यागकर,is affected,-,-,GG
करोति,करोति,कृ3{कर्तरि;लट्;प्र;एक;परस्मैपदी;डुकृञ्;तनादिः},कृ{कर्तरि;लट्;प्र;एक;परस्मैपदी;डुकृञ्;तनादिः},-,-,प्रतियोगी 1,-,करता है,5.10.Jyogi,-,-,LG
सः,स,तद्{पुं}{1;एक},तद्{पुं}{1;एक},-,-,अनुयोगी 14,-,वह (पुरुष),purified,-,-,GGGLLG
